name,description,specializations,expertises,premierPartner,initiatives,products,regions
Elluminates Software Corporation,Don&#39;t Be Left Behind. Elluminates Software Helps You Modernize. and Automate To The Cloud. Elluminates Software is a ...,,,False,,,
MOSTLY AI,"The MOSTLY AI Synthetic Data Platform generates synthetic data that is highly representative, highly realistic, and considered &#39;as good as real&#39; ...",,,False,,Google Cloud Platform,GLOBAL_REGION
Krish Compusoft Services,"KCS is an ISO 9001, ISO 27001 and CMMI Dev/3 certified company focused on providing solution on Cloud, Data and Mobility practices; thus ...",,,False,,,
Voyant,VOYANT DELIVERS SIMPLE AND SMART COMMUNICATION SERVICES ENABLING BUSINESSES TO COMMUNICATE WHENEVER ...,,,False,,,
SkySync,SkySync is an enterprise content integration and orchestration platform that empowers organizations with unprecedented business and IT agility ...,,,False,,Google Workspace,GLOBAL_REGION
Horizon Security,"Founded in 2012, we actively operate in the Cyber &amp; Information Security sector for the most important national and international organizations ...",,,False,,,
Tulip Retail,,,,False,,,
Nodebox for ONDC by Plotch.ai,Plotch.ai is the largest ONDC rails infrastructure company in India. With a suite of software products from Plotch.ai covering ...,,,False,,Google Cloud Platform,GLOBAL_REGION
9sistemes,"We believe in IT new era: ideas, mobility, creativity... The power is for our Customers, We want to help and walk together ...",,,False,,,
Unified Streaming BV,,,,False,,,
EnliteAI GmbH,"Industries: Financial Services, Advertising &amp; Marketing, Automotive, Business &amp; Professional Services, Electrical &amp; Electronics, Energy &amp; Utilities ...",,,False,,,
Fable Technology Inc.,寓意科技 fable提供專業的系統資訊科技管理顧問服務，協助企業規劃並完成軟體建置。 公司主要的業務是提供數位IT管理的 ...,,,False,,,
iTsupport™,Информационно Техническая Поддержка компаний и индивидуальных пользователей. ... Attachment Name: a2f4M000001N8b0 ...,,,False,,,
Kloudville Inc.,Kloudville 360 solutions are cloud-based business support system (BSS) solutions that addresses business-to-business (B2B) process automation ...,,,False,,Google Cloud Platform,GLOBAL_REGION
Motion Circle - One Stop Digital Agency,Nowadays there are countless possibilities to present yourself and your idea on the internet and to create cooperation with customers ...,,,False,,,
Whoops Tech Pte Ltd,"Whoops Tech commuted to supply excellent quality IT Product and Solution that include Networking, System, Security, Virtualization, Data Backup ...",,,False,,,
mscloud sp z o.o.,"Pakiet chmurowy dla samorządu, szkolnictwa, służby zdrowia, firm. ... mscloud ... Attachment Name: www.mscloud.pl, mscloud ...",,,False,,,
PCMAGIC snc,PC MAGIC - Esperti nel campo dell&#39;Information &amp; Communication Technology. Siamo il partner di riferimento per privati ...,,,False,,,
Who's Next,"IT specialisten met passie. ... Attachment Name: a2f4M000001NAGZ ... Industries: Advertising &amp; Marketing, Business &amp; ...",,,False,,,
Admios LLC,Admios is a nearshore software development firm that focuses on application development through traditional staff augmentation as well as project ...,,,False,,,
Future Marketing GmbH,One of the leading consultancies in the newest marketing-technologies and data protection in digital marketing. ... Industries ...,,,False,,,
Lightspeed,,,,False,Google for Education Integrated Solutions,,
QAware GmbH,QAware is an independent software boutique with special focus on cloud native technology and digital product development acceleration ...,,,False,,,
Cascadeo Corp,"Cascadeo Logo ... Attachment Name: a2f4M000001NAMV ... Support Country: Canada, United States ... HQ Office: United ...",,,False,,,
AVAZA LIMITED,"Industries: Consumer Packaged Goods, Education, Financial Services, Other, Advertising &amp; Marketing, Agriculture, Automotive, Business &amp; ...",,,False,,,
Prizma,Prizma is an Artificial Intelligence solution for entertainment and technology companies seeking to personalize and analyze their audience with ...,,,False,,,
Mindfire Technologies LLC,Mindfire Technologies is a Google Cloud Platform Partner in UAE helping customers in the region thrive their businesses by making their IT invisible ...,,,False,,,
Schuberg Philis B.V.,"Industries: Financial Services, Other, Business &amp; Professional Services, Energy &amp; Utilities, Healthcare &amp; Life Sciences, Logistics &amp; Transportation ...",,,False,,,
CWL Media Group,"Medienunternehmen - Video Produktion, LiveStream Produktion, WebSite Google Produkt Beratung, Verkauf &amp; Support. ... CWL Media Group ...",,,False,,,
8KMiles,"Born in Cloud, 8KMiles is a preferred strategic vendor partner for large enterprises who help the organization in their cloud transformation ...",,,False,,,
Proteina CReativa srl,"Agenzia di comunicazione. Realizzazione siti web e portali, studio grafico, realizzazione loghi, brochure, cataloghi, clip e spot pubblicitari ...",,,False,,,
ITeyes,"&quot;ITeyes&quot; is the Specialist of Digital Finance-based Platform. ... Finance &amp; Fin-tech, Credit Rating, Cloud, Asset Management, Big-data ...",,,False,,,
OVERIT S.P.A.,,,,False,,,
Ameri100 and Partners,"IT Professional Services company specializing in delivering GPC, SAP Cloud, Digital and Enterprise services to clients worldwide ...",,,False,,,
Kloud 7 LLC,"Industries: Consumer Packaged Goods, Education, Financial Services, Other, Advertising &amp; Marketing, Agriculture, Automotive, Business &amp; ...",,,False,,,
Bangladesh Online,"At BOL, we are committed to offer highly reliable services benchmarked with the best global technological practices. Our ...",,,False,,,
Actively Learn,,,,False,Google for Education Integrated Solutions,,
Omniscot Limited,"Working with both businesses and individuals alike, we offer a diverse range of technical support services across a wide variety of devices and ...",,,False,,,
Sippar Inc.,,,,False,,,
Gtmhub,Gtmhub is an OKR solution inspired by the proven OKR goal-setting methodology. We offer enterprise functionality and ...,,,False,,,
Vikont Solutions Corp.,"Industries: Other, Retail &amp; Wholesale",,,False,,,
Exezars Limited (Iponweb),,,,False,ISV Solution Connect,,
Cloud Armor IT Consultancy,Cloud Armor IT Consultancy is a security driven solutions provider deals with On-prem and CLoud solutions. Providing ...,,,False,,,
ASIANA IDT Inc.,Asiana IDT is a professional ICT service provider and established leader in ICT convergence demonstrating incessant creativity and passion ...,,,False,,,
"[GCPFS]GameCommerce, Inc","Industries: Advertising &amp; Marketing, Gaming, Media &amp; Entertainment, Software &amp; Internet",,,False,,,
Tech Impact,Tech Impact is a nonprofit on a mission to empower communities and nonprofits to use technology to better serve the world ...,,,False,,,
Bexhill Computer Repairs LTD,,,,False,,,
Think,"Créée en décembre 2001, Think est une société de services et d&#39;ingénierie en informatique, experte dans les métiers de l&#39;infrastructure informatique ...",,,False,,,
"Sysage Technology Co., Ltd.",聚碩科技於1998年創業之初，即以成為「The ICT Solution Provider專業資訊應用服務供應商」角色自期，為經銷夥伴與企業用戶提供最符合客戶需求的 ...,,,False,,,
ClearPoint,ClearPoint is a digital experience and engineering company. We help businesses navigate and master the perfect intersection ...,,,False,,,
DigitalClouds,"DigitalClouds is an internet and digital engineering company, helping businesses to market themselves over the web with effective results ...",,,False,,,
Mode2 LLC,"Mode2 is a cloud native transformation services company, specializing in modernizing workloads with microservices and serverless solutions ...",,,False,,,
Connectivity IT Solutions Pvt Ltd,"Team Connectivity works without borders (Agile) to ensure customer satisfaction. From the very beginning, our work ethic ...",,,False,,,
Blallo SAS di Meri Michele e Bugiolacchio Michele,"We strive to improve processes and workflows, bringing cloud &amp; workplace services, fast and reliable websites and modern design, with marketing ...",,,False,,,
Beehive,"We&#39;re located at Soi Phrahonyothin 41, Phrahonyothin Road, Chatuchak, Bangkok. You can commute via BTS Sky Train at Sena Nikhom Station ...",,,False,,Google Workspace,APAC_REGION
Glik,Glik è specializzata nella consulenza di servizi informatici e di telecomunicazione che sceglie e propone solo soluzioni tecnologiche adatte al ...,,,False,,,
ADAMO TECHNOLOGY SRL,"Adamo Technology is a dynamic growing team that brings together business analysts, engineers, data scientists and industry specialists in order to ...",,,False,,,
BLUEBOOT BUSINESS SOFTWARE S.R.L.,"BlueBoot is a premier partner for the SAP Business Technology Platform, and one of the first to implement apps over BTP, globally ...",,,False,,Google Cloud Platform,GLOBAL_REGION
Reason Consulting Corporation,"Reason Consulting Corporation (“Reason Consulting”, https://reason.consulting) is a technology innovation implementation company ...",,,False,,Google Cloud Platform,GLOBAL_REGION
FuzeNet Pty Ltd,,,,False,,,
NComputing,"NComputing has delivered more than 3 million low-cost thin clients worldwide. Our latest, the RX300, is built for productivity ...",,,False,,,
PT Arcelon Global Teknologi,"PT Arcelon Global Teknologi. Address: Cyber Tower 1, 8th Floor, Jl. Kuningan Barat no.8, RT.1/RW.3, Kuningan Barat, Mampang ...",,,False,,,
"Infrared5, Inc",,,,False,,,
Croud,The way you use first-party data is your edge over the competition. The value of data grows when it&#39;s unified and made ready for activation ...,,,False,,Google Cloud Platform,EMEA_REGION
Ad On Group,"Ad On Group is a national advertising and marketing company that uses your mobile, your office phone system and your online platforms to help ...",,,False,,,
ZEEMAK,We provide defined solutions in the areas of our core competencies geared towards helping using technologies to power your business ...,,,False,,,
Venture On,,,,False,,,
Mobit Ltd,"We are an IT management Company. We take a detailed look at your short, medium and long term IT requirements and ...",,,False,,,
Aemotion B.V.,Aemotion is een full-service bureau voor online communicatie. Wij ontzorgen onze klanten van a tot z. Voor vele MKB&#39;ers ...,,,False,,,
Zend Technologies,"Zend Server is an application server with a supported PHP runtime that can scale apps seamlessly across cloud resources, from the company most ...",,,False,,,
